student_id,student_name,year,batch,branch,cgpa,placement_status,is_placed,company,placed_type,ppc_verification,package_lpa
606,Student 0606,2023,2023-7829,CSE,6.57,Selected,1,Microsoft,BP Placed,Verified,18.0
607,Student 0607,2023,2023-7676,ECE,6.16,In Process,0,,,Not Verified,0.0
608,Student 0608,2023,2023-7612,EE,9.39,Selected,1,Databricks,Self Placed,Verified,6.0
609,Student 0609,2023,2023-7775,ME,9.29,Rejected,0,,,Not Verified,0.0
610,Student 0610,2023,2023-7896,ECE,7.22,Selected,1,NVIDIA,Off Campus Placed,Verified,8.2
611,Student 0611,2023,2023-7628,CE,8.24,Shortlisted,0,,,Not Joined,0.0
612,Student 0612,2023,2023-7757,CSE,8.13,Selected,1,Microsoft,BP Placed,Not Joined,20.0
613,Student 0613,2023,2023-7614,ECE,7.18,Selected,1,Wipro,BP Placed,Pending,7.0
614,Student 0614,2023,2023-7836,EE,8.41,Selected,1,Wipro,Off Campus Placed,Pending,10.0
615,Student 0615,2023,2023-7685,ME,7.4,Selected,1,NVIDIA,T&P Placed,Verified,9.0
616,Student 0616,2023,2023-7788,EE,7.59,Selected,1,Amazon,Off Campus Placed,Pending,15.0
617,Student 0617,2023,2023-7716,EE,7.42,Interview,0,,,Not Verified,0.0
618,Student 0618,2023,2023-7897,ME,7.76,Selected,1,Amazon,Off Campus Placed,Pending,11.0
619,Student 0619,2023,2023-7658,CE,7.12,In Process,0,,,Not Verified,0.0
620,Student 0620,2023,2023-7678,CSE,7.17,In Process,0,,,Not Verified,0.0
621,Student 0621,2023,2023-7605,ECE,8.31,In Process,0,,,Not Verified,0.0
622,Student 0622,2023,2023-7771,EE,8.76,Rejected,0,,,Pending,0.0
623,Student 0623,2023,2023-7879,CSE,6.99,Rejected,0,,,Pending,0.0
624,Student 0624,2023,2023-7754,ECE,7.66,Selected,1,Siemens,Off Campus Placed,Verified,6.2
625,Student 0625,2023,2023-7788,CSE,9.14,Selected,1,Google,Self Placed,Pending,7.5
626,Student 0626,2023,2023-7884,CSE,8.43,Selected,1,Accenture,Off Campus Placed,Not Verified,9.2
627,Student 0627,2023,2023-7704,CSE,8.08,Rejected,0,,,Not Verified,0.0
628,Student 0628,2023,2023-7746,ME,6.84,Shortlisted,0,,,Pending,0.0
629,Student 0629,2023,2023-7843,CSE,7.94,In Process,0,,,Verified,0.0
630,Student 0630,2023,2023-7748,ECE,6.46,Interview,0,,,Not Verified,0.0
631,Student 0631,2023,2023-7627,ME,7.5,Rejected,0,,,Not Verified,0.0
632,Student 0632,2023,2023-7655,ECE,8.09,Selected,1,NVIDIA,T&P Placed,Not Verified,8.0
633,Student 0633,2023,2023-7672,ECE,6.85,Selected,1,Wipro,BP Placed,Pending,9.0
634,Student 0634,2023,2023-7782,ME,9.85,Rejected,0,,,Not Joined,0.0
635,Student 0635,2023,2023-7663,ECE,7.98,Selected,1,Microsoft,T&P Placed,Verified,10.5
636,Student 0636,2023,2023-7851,CSE,8.07,In Process,0,,,Pending,0.0
637,Student 0637,2023,2023-7812,ME,7.66,Rejected,0,,,Not Verified,0.0
638,Student 0638,2023,2023-7763,CE,7.06,Rejected,0,,,Pending,0.0
639,Student 0639,2023,2023-7832,ME,8.14,Selected,1,Accenture,Self Placed,Verified,10.5
640,Student 0640,2023,2023-7729,CE,9.8,Shortlisted,0,,,Verified,0.0
641,Student 0641,2023,2023-7751,CSE,8.77,Selected,1,Siemens,BP Placed,Verified,10.0
642,Student 0642,2023,2023-7688,CSE,8.22,Interview,0,,,Not Verified,0.0
643,Student 0643,2023,2023-7873,EE,6.88,Selected,1,NVIDIA,Off Campus Placed,Verified,15.0
644,Student 0644,2023,2023-7763,EE,8.55,Rejected,0,,,Verified,0.0
645,Student 0645,2023,2023-7645,CSE,5.49,In Process,0,,,Not Verified,0.0
646,Student 0646,2023,2023-7786,EE,8.45,In Process,0,,,Pending,0.0
647,Student 0647,2023,2023-7830,EE,7.38,Selected,1,NVIDIA,Self Placed,Verified,8.0
648,Student 0648,2023,2023-7680,CE,8.61,Interview,0,,,Not Verified,0.0
649,Student 0649,2023,2023-7715,EE,7.76,Selected,1,Siemens,Off Campus Placed,Verified,8.0
650,Student 0650,2023,2023-7653,CE,7.93,Selected,1,TCS,Off Campus Placed,Not Joined,10.0
651,Student 0651,2023,2023-7753,ME,8.79,Rejected,0,,,Not Verified,0.0
652,Student 0652,2023,2023-7693,CSE,7.2,Selected,1,NVIDIA,T&P Placed,Verified,7.2
653,Student 0653,2023,2023-7752,EE,7.39,Selected,1,Microsoft,BP Placed,Verified,15.2
654,Student 0654,2023,2023-7652,CSE,8.32,Selected,1,NVIDIA,BP Placed,Verified,9.0
655,Student 0655,2023,2023-7715,CSE,9.34,Shortlisted,0,,,Not Verified,0.0
656,Student 0656,2023,2023-7772,ECE,7.86,Selected,1,Infosys,Self Placed,Verified,29.0
657,Student 0657,2023,2023-7667,CE,8.09,Selected,1,NVIDIA,T&P Placed,Pending,6.0
658,Student 0658,2023,2023-7800,CE,6.9,Selected,1,Google,T&P Placed,Not Verified,28.2
659,Student 0659,2023,2023-7866,ME,8.14,In Process,0,,,Not Verified,0.0
660,Student 0660,2023,2023-7869,CE,7.8,Selected,1,Microsoft,Self Placed,Not Joined,12.5
661,Student 0661,2023,2023-7862,ME,9.74,Selected,1,Microsoft,BP Placed,Verified,9.0
662,Student 0662,2023,2023-7865,EE,7.12,Shortlisted,0,,,Not Verified,0.0
663,Student 0663,2023,2023-7737,CSE,8.43,Selected,1,TCS,Self Placed,Pending,10.0
664,Student 0664,2023,2023-7874,EE,7.2,Selected,1,Infosys,BP Placed,Not Joined,8.0
665,Student 0665,2023,2023-7634,CE,7.24,Interview,0,,,Pending,0.0
666,Student 0666,2023,2023-7749,ME,8.53,In Process,0,,,Verified,0.0
667,Student 0667,2023,2023-7654,CSE,7.83,Selected,1,NVIDIA,T&P Placed,Not Joined,9.0
668,Student 0668,2023,2023-7784,ECE,8.81,In Process,0,,,Not Joined,0.0
669,Student 0669,2023,2023-7870,CE,8.2,Selected,1,Microsoft,T&P Placed,Verified,7.5
670,Student 0670,2023,2023-7720,ME,6.99,Selected,1,Siemens,Self Placed,Verified,8.5
671,Student 0671,2023,2023-7883,ME,8.92,In Process,0,,,Not Verified,0.0
672,Student 0672,2023,2023-7715,ECE,7.33,Selected,1,Infosys,BP Placed,Not Verified,20.0
673,Student 0673,2023,2023-7786,ECE,6.87,Selected,1,Microsoft,Off Campus Placed,Verified,10.0
674,Student 0674,2023,2023-7858,ME,8.44,Shortlisted,0,,,Not Verified,0.0
675,Student 0675,2023,2023-7677,ME,7.99,Rejected,0,,,Pending,0.0
676,Student 0676,2023,2023-7811,ME,8.07,Selected,1,Capgemini,Off Campus Placed,Verified,8.0
677,Student 0677,2023,2023-7712,CE,6.86,Selected,1,Capgemini,T&P Placed,Not Joined,6.5
678,Student 0678,2023,2023-7695,ME,7.68,Rejected,0,,,Not Verified,0.0
679,Student 0679,2023,2023-7794,EE,6.84,Selected,1,NVIDIA,BP Placed,Verified,12.2
680,Student 0680,2023,2023-7852,ME,9.19,Shortlisted,0,,,Not Joined,0.0
681,Student 0681,2023,2023-7640,ECE,5.8,In Process,0,,,Pending,0.0
682,Student 0682,2023,2023-7671,ECE,6.24,Rejected,0,,,Not Verified,0.0
683,Student 0683,2023,2023-7674,EE,9.25,Rejected,0,,,Pending,0.0
684,Student 0684,2023,2023-7757,ME,8.42,Selected,1,NVIDIA,Off Campus Placed,Pending,9.5
685,Student 0685,2023,2023-7600,CE,8.25,Selected,1,Google,Self Placed,Verified,10.0
686,Student 0686,2023,2023-7690,ME,8.79,In Process,0,,,Not Joined,0.0
687,Student 0687,2023,2023-7665,EE,8.44,In Process,0,,,Verified,0.0
688,Student 0688,2023,2023-7723,ME,8.53,Selected,1,Siemens,Self Placed,Pending,12.2
689,Student 0689,2023,2023-7640,EE,8.05,Selected,1,Accenture,T&P Placed,Verified,10.0
690,Student 0690,2023,2023-7784,EE,8.63,Selected,1,Amazon,T&P Placed,Verified,24.2
691,Student 0691,2023,2023-7672,ECE,7.65,Rejected,0,,,Pending,0.0
692,Student 0692,2023,2023-7601,ME,8.31,Selected,1,Amazon,Self Placed,Pending,12.0
693,Student 0693,2023,2023-7831,EE,6.88,Selected,1,Databricks,T&P Placed,Not Joined,18.5
694,Student 0694,2023,2023-7897,ECE,7.01,Selected,1,Infosys,T&P Placed,Pending,7.2
695,Student 0695,2023,2023-7601,CSE,8.07,Rejected,0,,,Pending,0.0
696,Student 0696,2023,2023-7666,CSE,7.55,Selected,1,Wipro,Self Placed,Verified,9.0
697,Student 0697,2023,2023-7732,ECE,6.17,Selected,1,Siemens,Off Campus Placed,Verified,7.0
698,Student 0698,2023,2023-7742,CE,8.76,Interview,0,,,Pending,0.0
699,Student 0699,2023,2023-7756,EE,7.32,Selected,1,Accenture,T&P Placed,Verified,20.0
700,Student 0700,2023,2023-7708,ME,7.66,Rejected,0,,,Pending,0.0
701,Student 0701,2023,2023-7867,CSE,9.1,Rejected,0,,,Pending,0.0
702,Student 0702,2023,2023-7630,CSE,8.88,Rejected,0,,,Not Verified,0.0
703,Student 0703,2023,2023-7629,CSE,8.49,Interview,0,,,Pending,0.0
704,Student 0704,2023,2023-7860,CE,7.21,Selected,1,Microsoft,Off Campus Placed,Not Verified,16.0
705,Student 0705,2023,2023-7889,EE,7.97,Shortlisted,0,,,Not Verified,0.0
706,Student 0706,2023,2023-7865,EE,9.26,Selected,1,Siemens,Off Campus Placed,Verified,18.2
707,Student 0707,2023,2023-7848,ME,7.23,Selected,1,Microsoft,T&P Placed,Verified,15.0
708,Student 0708,2023,2023-7815,ME,8.44,In Process,0,,,Verified,0.0
709,Student 0709,2023,2023-7668,CSE,8.96,Selected,1,TCS,BP Placed,Verified,8.0
710,Student 0710,2023,2023-7897,EE,8.33,Selected,1,NVIDIA,T&P Placed,Verified,12.0
711,Student 0711,2023,2023-7706,EE,7.74,Selected,1,Capgemini,BP Placed,Verified,28.0
712,Student 0712,2023,2023-7860,ME,8.75,Interview,0,,,Not Verified,0.0
713,Student 0713,2023,2023-7857,CE,9.02,Selected,1,TCS,BP Placed,Verified,10.5
714,Student 0714,2023,2023-7654,CE,8.04,In Process,0,,,Not Joined,0.0
715,Student 0715,2023,2023-7722,ECE,5.85,Selected,1,Amazon,Off Campus Placed,Pending,28.0
716,Student 0716,2023,2023-7755,EE,8.95,Rejected,0,,,Not Verified,0.0
717,Student 0717,2023,2023-7875,EE,6.52,Rejected,0,,,Verified,0.0
718,Student 0718,2023,2023-7685,CE,6.32,Selected,1,Deloitte,BP Placed,Verified,10.0
719,Student 0719,2023,2023-7609,EE,6.78,Rejected,0,,,Not Verified,0.0
720,Student 0720,2023,2023-7799,CSE,8.95,Rejected,0,,,Pending,0.0
721,Student 0721,2023,2023-7624,ME,8.34,Rejected,0,,,Pending,0.0
722,Student 0722,2023,2023-7672,CSE,7.91,Selected,1,Infosys,Self Placed,Pending,8.2
723,Student 0723,2023,2023-7780,CSE,7.93,Interview,0,,,Verified,0.0
724,Student 0724,2023,2023-7616,CSE,7.82,Interview,0,,,Not Joined,0.0
725,Student 0725,2023,2023-7785,CSE,6.14,Rejected,0,,,Not Verified,0.0
726,Student 0726,2023,2023-7821,CSE,6.54,Selected,1,Deloitte,BP Placed,Pending,7.5
727,Student 0727,2023,2023-7723,ME,7.01,Shortlisted,0,,,Pending,0.0
728,Student 0728,2023,2023-7672,ME,7.13,Selected,1,Deloitte,T&P Placed,Verified,11.0
729,Student 0729,2023,2023-7886,CE,9.07,In Process,0,,,Not Verified,0.0
730,Student 0730,2023,2023-7885,ECE,7.37,Selected,1,Google,Off Campus Placed,Verified,20.2
731,Student 0731,2023,2023-7748,CE,7.61,Interview,0,,,Pending,0.0
732,Student 0732,2023,2023-7652,CSE,7.58,Rejected,0,,,Pending,0.0
733,Student 0733,2023,2023-7626,ME,8.73,Rejected,0,,,Pending,0.0
734,Student 0734,2023,2023-7752,ECE,6.83,Selected,1,Accenture,Self Placed,Verified,8.0
735,Student 0735,2023,2023-7831,CSE,9.82,Selected,1,Wipro,Off Campus Placed,Verified,7.0
736,Student 0736,2023,2023-7652,EE,8.07,Rejected,0,,,Pending,0.0
737,Student 0737,2023,2023-7631,EE,9.54,Interview,0,,,Verified,0.0
738,Student 0738,2023,2023-7726,EE,8.06,In Process,0,,,Not Verified,0.0
739,Student 0739,2023,2023-7774,CE,7.33,In Process,0,,,Not Joined,0.0
740,Student 0740,2023,2023-7625,EE,9.2,Rejected,0,,,Not Verified,0.0
741,Student 0741,2023,2023-7890,ECE,7.98,Rejected,0,,,Not Verified,0.0
742,Student 0742,2023,2023-7670,CE,10.0,In Process,0,,,Not Joined,0.0
743,Student 0743,2023,2023-7793,CSE,8.76,Rejected,0,,,Pending,0.0
744,Student 0744,2023,2023-7704,ME,6.65,Selected,1,TCS,BP Placed,Not Verified,24.2
745,Student 0745,2023,2023-7714,EE,9.78,Shortlisted,0,,,Not Verified,0.0
746,Student 0746,2023,2023-7682,CE,8.92,In Process,0,,,Not Verified,0.0
747,Student 0747,2023,2023-7759,EE,8.32,Interview,0,,,Pending,0.0
748,Student 0748,2023,2023-7677,ECE,7.25,Selected,1,Microsoft,Off Campus Placed,Pending,6.2
749,Student 0749,2023,2023-7865,EE,8.25,Selected,1,NVIDIA,Self Placed,Pending,12.0
750,Student 0750,2023,2023-7730,ME,6.29,Selected,1,Siemens,T&P Placed,Not Verified,24.0
751,Student 0751,2023,2023-7861,ME,7.3,Interview,0,,,Not Joined,0.0
752,Student 0752,2023,2023-7620,CE,9.45,Rejected,0,,,Verified,0.0
753,Student 0753,2023,2023-7681,CSE,7.95,Interview,0,,,Not Verified,0.0
754,Student 0754,2023,2023-7894,EE,7.51,Selected,1,TCS,Off Campus Placed,Verified,6.0
755,Student 0755,2023,2023-7682,CSE,6.64,Interview,0,,,Not Verified,0.0
756,Student 0756,2023,2023-7601,EE,8.73,Shortlisted,0,,,Verified,0.0
757,Student 0757,2023,2023-7781,ME,9.1,Interview,0,,,Not Verified,0.0
758,Student 0758,2023,2023-7765,CSE,6.29,Rejected,0,,,Not Verified,0.0
759,Student 0759,2023,2023-7787,ME,9.36,Shortlisted,0,,,Not Verified,0.0
760,Student 0760,2023,2023-7719,EE,7.99,Selected,1,Google,Self Placed,Not Verified,7.0
761,Student 0761,2023,2023-7617,EE,6.97,In Process,0,,,Pending,0.0
762,Student 0762,2023,2023-7622,ME,7.24,Rejected,0,,,Pending,0.0
763,Student 0763,2023,2023-7850,EE,6.8,Interview,0,,,Not Verified,0.0
764,Student 0764,2023,2023-7601,CSE,10.0,Rejected,0,,,Not Verified,0.0
765,Student 0765,2023,2023-7854,CE,6.51,Rejected,0,,,Pending,0.0
766,Student 0766,2023,2023-7746,ECE,6.89,Selected,1,Capgemini,BP Placed,Verified,10.0
767,Student 0767,2023,2023-7677,CE,7.63,Rejected,0,,,Verified,0.0
768,Student 0768,2023,2023-7843,CSE,7.28,Selected,1,NVIDIA,Self Placed,Verified,6.2
769,Student 0769,2023,2023-7844,ECE,8.19,Shortlisted,0,,,Not Verified,0.0
770,Student 0770,2023,2023-7816,CSE,8.48,Interview,0,,,Not Verified,0.0
771,Student 0771,2023,2023-7720,CE,6.52,Selected,1,Wipro,Off Campus Placed,Not Verified,24.2
772,Student 0772,2023,2023-7889,ME,7.79,Selected,1,Wipro,T&P Placed,Not Joined,9.5
773,Student 0773,2023,2023-7816,ECE,10.0,Selected,1,Accenture,T&P Placed,Pending,6.0
774,Student 0774,2023,2023-7758,EE,7.69,Interview,0,,,Not Verified,0.0
775,Student 0775,2023,2023-7601,CSE,6.58,Rejected,0,,,Not Verified,0.0
776,Student 0776,2023,2023-7875,ME,7.2,Selected,1,Siemens,Off Campus Placed,Verified,12.0
777,Student 0777,2023,2023-7844,ME,9.1,Selected,1,Siemens,BP Placed,Pending,12.0
778,Student 0778,2023,2023-7773,ME,8.63,Interview,0,,,Not Verified,0.0
779,Student 0779,2023,2023-7769,ECE,9.09,Selected,1,Accenture,T&P Placed,Verified,28.2
780,Student 0780,2023,2023-7703,EE,8.23,Interview,0,,,Not Joined,0.0
781,Student 0781,2023,2023-7693,ME,7.97,Selected,1,Microsoft,T&P Placed,Verified,24.2
782,Student 0782,2023,2023-7710,CSE,7.93,Selected,1,Databricks,Off Campus Placed,Verified,6.2
783,Student 0783,2023,2023-7602,EE,8.68,Selected,1,Capgemini,Off Campus Placed,Verified,16.0
784,Student 0784,2023,2023-7866,CSE,7.55,Rejected,0,,,Not Verified,0.0
785,Student 0785,2023,2023-7659,EE,6.78,Interview,0,,,Verified,0.0
786,Student 0786,2023,2023-7795,CSE,9.71,Rejected,0,,,Not Verified,0.0
787,Student 0787,2023,2023-7671,EE,8.46,Rejected,0,,,Not Verified,0.0
788,Student 0788,2023,2023-7795,CE,8.09,Rejected,0,,,Not Verified,0.0
789,Student 0789,2023,2023-7747,CE,6.96,Selected,1,NVIDIA,Off Campus Placed,Verified,15.0
790,Student 0790,2023,2023-7826,ME,5.86,Selected,1,Siemens,BP Placed,Verified,7.0
791,Student 0791,2023,2023-7641,ECE,9.22,In Process,0,,,Verified,0.0
792,Student 0792,2023,2023-7892,EE,9.45,In Process,0,,,Not Verified,0.0
793,Student 0793,2023,2023-7818,ME,8.4,Selected,1,NVIDIA,Off Campus Placed,Verified,6.5
794,Student 0794,2023,2023-7870,EE,7.36,Selected,1,Deloitte,Off Campus Placed,Verified,7.0
795,Student 0795,2023,2023-7872,ME,8.24,Shortlisted,0,,,Not Verified,0.0
796,Student 0796,2023,2023-7677,ME,7.54,Selected,1,TCS,Off Campus Placed,Verified,7.2
797,Student 0797,2023,2023-7870,EE,8.62,Shortlisted,0,,,Pending,0.0
798,Student 0798,2023,2023-7719,ME,9.83,In Process,0,,,Pending,0.0
799,Student 0799,2023,2023-7853,ECE,7.53,Selected,1,Capgemini,BP Placed,Verified,28.0
800,Student 0800,2023,2023-7608,CE,7.96,Interview,0,,,Pending,0.0
801,Student 0801,2023,2023-7873,ECE,7.61,Selected,1,NVIDIA,Self Placed,Verified,9.0
802,Student 0802,2023,2023-7705,EE,8.74,Selected,1,Capgemini,Self Placed,Verified,24.0
803,Student 0803,2023,2023-7631,CSE,5.42,Interview,0,,,Not Verified,0.0
804,Student 0804,2023,2023-7795,EE,6.65,Selected,1,Accenture,Off Campus Placed,Not Joined,7.2
805,Student 0805,2023,2023-7793,EE,7.76,Shortlisted,0,,,Not Verified,0.0
806,Student 0806,2023,2023-7694,CE,6.48,Selected,1,Accenture,Self Placed,Verified,20.5
807,Student 0807,2023,2023-7860,ECE,9.95,Shortlisted,0,,,Not Verified,0.0
808,Student 0808,2023,2023-7867,ECE,8.09,Rejected,0,,,Not Verified,0.0
809,Student 0809,2023,2023-7848,CE,7.91,Selected,1,TCS,BP Placed,Not Joined,28.5
810,Student 0810,2023,2023-7838,CSE,6.88,Selected,1,Wipro,BP Placed,Verified,10.2
811,Student 0811,2023,2023-7840,ECE,6.58,Rejected,0,,,Pending,0.0
812,Student 0812,2023,2023-7845,ECE,6.8,Rejected,0,,,Not Verified,0.0
813,Student 0813,2023,2023-7697,EE,7.78,Rejected,0,,,Not Joined,0.0
814,Student 0814,2023,2023-7826,CSE,8.21,Selected,1,Wipro,T&P Placed,Not Verified,7.2
815,Student 0815,2023,2023-7790,EE,7.05,Interview,0,,,Verified,0.0
816,Student 0816,2023,2023-7857,ECE,9.39,Selected,1,Capgemini,Off Campus Placed,Verified,6.0
817,Student 0817,2023,2023-7690,CE,8.32,Selected,1,Capgemini,BP Placed,Verified,11.0
818,Student 0818,2023,2023-7621,EE,6.78,Selected,1,Capgemini,Off Campus Placed,Not Joined,7.0
819,Student 0819,2023,2023-7655,ECE,7.83,Selected,1,Siemens,BP Placed,Verified,15.2
820,Student 0820,2023,2023-7628,EE,8.9,Rejected,0,,,Verified,0.0
821,Student 0821,2023,2023-7708,CE,8.22,Interview,0,,,Not Verified,0.0
822,Student 0822,2023,2023-7797,ME,9.0,Shortlisted,0,,,Pending,0.0
823,Student 0823,2023,2023-7716,EE,5.56,Selected,1,NVIDIA,Off Campus Placed,Not Joined,8.0
824,Student 0824,2023,2023-7631,CE,7.14,Rejected,0,,,Pending,0.0
825,Student 0825,2023,2023-7837,CSE,8.39,Rejected,0,,,Verified,0.0
826,Student 0826,2023,2023-7675,ME,7.44,Selected,1,NVIDIA,Off Campus Placed,Pending,7.0
827,Student 0827,2023,2023-7718,ME,8.24,Selected,1,Siemens,Self Placed,Verified,24.2
828,Student 0828,2023,2023-7655,ME,7.22,Shortlisted,0,,,Verified,0.0
829,Student 0829,2023,2023-7789,ME,9.76,Shortlisted,0,,,Pending,0.0
830,Student 0830,2023,2023-7877,ECE,7.41,Selected,1,Wipro,Off Campus Placed,Verified,6.0
831,Student 0831,2023,2023-7803,CSE,7.68,Rejected,0,,,Not Verified,0.0
832,Student 0832,2023,2023-7618,ME,7.39,Selected,1,Wipro,T&P Placed,Verified,9.0
833,Student 0833,2023,2023-7851,EE,7.12,Selected,1,Infosys,Self Placed,Verified,12.0
834,Student 0834,2023,2023-7624,ME,6.72,Shortlisted,0,,,Not Verified,0.0
835,Student 0835,2023,2023-7889,ME,7.54,Rejected,0,,,Verified,0.0
836,Student 0836,2023,2023-7786,ECE,7.68,In Process,0,,,Not Verified,0.0
837,Student 0837,2023,2023-7654,ME,8.71,Selected,1,Google,T&P Placed,Verified,9.0
838,Student 0838,2023,2023-7607,CSE,9.17,Interview,0,,,Pending,0.0
839,Student 0839,2023,2023-7873,ECE,7.1,Rejected,0,,,Not Joined,0.0
840,Student 0840,2023,2023-7708,CSE,8.83,Selected,1,Capgemini,Self Placed,Verified,24.2
841,Student 0841,2023,2023-7676,ECE,8.42,Selected,1,Deloitte,T&P Placed,Verified,12.0
842,Student 0842,2023,2023-7651,CSE,7.14,Rejected,0,,,Not Joined,0.0
843,Student 0843,2023,2023-7823,EE,9.33,Selected,1,Databricks,BP Placed,Verified,15.0
844,Student 0844,2023,2023-7697,EE,9.4,In Process,0,,,Not Verified,0.0
845,Student 0845,2023,2023-7702,ECE,8.15,Rejected,0,,,Not Verified,0.0
846,Student 0846,2023,2023-7763,ECE,6.22,Rejected,0,,,Pending,0.0
847,Student 0847,2023,2023-7760,EE,7.94,Selected,1,Microsoft,Off Campus Placed,Verified,24.0
848,Student 0848,2023,2023-7842,CE,8.92,Interview,0,,,Not Verified,0.0
849,Student 0849,2023,2023-7780,CSE,9.6,Interview,0,,,Not Joined,0.0
850,Student 0850,2023,2023-7844,ME,9.12,Rejected,0,,,Not Joined,0.0
851,Student 0851,2023,2023-7795,CE,8.58,Shortlisted,0,,,Pending,0.0
852,Student 0852,2023,2023-7618,CE,8.95,Selected,1,Wipro,T&P Placed,Not Verified,6.0
853,Student 0853,2023,2023-7741,ME,7.74,Shortlisted,0,,,Pending,0.0
854,Student 0854,2023,2023-7620,CE,6.01,Rejected,0,,,Not Verified,0.0
855,Student 0855,2023,2023-7603,CE,6.58,Rejected,0,,,Verified,0.0
856,Student 0856,2023,2023-7875,CE,7.58,Rejected,0,,,Not Joined,0.0
857,Student 0857,2023,2023-7682,ME,8.31,Rejected,0,,,Not Verified,0.0
858,Student 0858,2023,2023-7729,EE,8.92,Rejected,0,,,Not Verified,0.0
859,Student 0859,2023,2023-7668,ECE,8.25,Selected,1,Amazon,BP Placed,Pending,18.0
860,Student 0860,2023,2023-7646,EE,6.16,In Process,0,,,Not Joined,0.0
861,Student 0861,2023,2023-7653,EE,8.34,Selected,1,Infosys,Self Placed,Verified,8.5
862,Student 0862,2023,2023-7793,EE,8.13,Selected,1,Amazon,T&P Placed,Pending,8.2
863,Student 0863,2023,2023-7818,EE,10.0,Selected,1,Capgemini,Self Placed,Verified,15.0
864,Student 0864,2023,2023-7647,CSE,8.04,Shortlisted,0,,,Verified,0.0
865,Student 0865,2023,2023-7798,ME,8.78,Rejected,0,,,Not Joined,0.0
866,Student 0866,2023,2023-7897,CE,8.13,Interview,0,,,Not Verified,0.0
867,Student 0867,2023,2023-7698,EE,8.23,Selected,1,Siemens,Self Placed,Pending,8.0
868,Student 0868,2023,2023-7725,CSE,6.27,Selected,1,Deloitte,Off Campus Placed,Verified,28.2
869,Student 0869,2023,2023-7871,CSE,7.45,Selected,1,Wipro,Self Placed,Verified,6.0
870,Student 0870,2023,2023-7765,CE,7.18,Rejected,0,,,Not Verified,0.0
871,Student 0871,2023,2023-7642,ME,8.97,Interview,0,,,Not Verified,0.0
872,Student 0872,2023,2023-7896,CSE,7.42,Selected,1,NVIDIA,BP Placed,Pending,20.0
873,Student 0873,2023,2023-7752,CSE,7.81,Selected,1,Databricks,Off Campus Placed,Verified,9.0
874,Student 0874,2023,2023-7679,ME,9.45,Rejected,0,,,Verified,0.0
875,Student 0875,2023,2023-7629,ECE,6.94,Shortlisted,0,,,Pending,0.0
876,Student 0876,2023,2023-7699,ME,7.36,Interview,0,,,Not Verified,0.0
877,Student 0877,2023,2023-7630,EE,5.69,Rejected,0,,,Not Joined,0.0
878,Student 0878,2023,2023-7723,ECE,5.62,Selected,1,TCS,Off Campus Placed,Verified,7.0
879,Student 0879,2023,2023-7734,ECE,8.56,Rejected,0,,,Pending,0.0
880,Student 0880,2023,2023-7621,CE,7.27,Rejected,0,,,Pending,0.0
881,Student 0881,2023,2023-7601,CSE,8.66,Rejected,0,,,Not Joined,0.0
882,Student 0882,2023,2023-7810,CE,6.87,Selected,1,Microsoft,Self Placed,Verified,24.0
883,Student 0883,2023,2023-7845,EE,7.6,Rejected,0,,,Not Verified,0.0
884,Student 0884,2023,2023-7672,ME,8.01,Selected,1,NVIDIA,Off Campus Placed,Verified,9.0
885,Student 0885,2023,2023-7712,ME,8.9,Selected,1,Siemens,T&P Placed,Pending,18.0
886,Student 0886,2023,2023-7690,EE,7.64,Rejected,0,,,Not Joined,0.0
887,Student 0887,2023,2023-7731,ECE,6.71,Selected,1,Wipro,Self Placed,Verified,28.0
888,Student 0888,2023,2023-7682,EE,7.44,Selected,1,Deloitte,Self Placed,Verified,7.0
889,Student 0889,2023,2023-7722,CSE,6.09,In Process,0,,,Not Verified,0.0
890,Student 0890,2023,2023-7634,ME,9.39,In Process,0,,,Not Verified,0.0
891,Student 0891,2023,2023-7809,EE,7.27,Selected,1,Capgemini,T&P Placed,Verified,12.0
892,Student 0892,2023,2023-7749,CSE,6.4,Rejected,0,,,Verified,0.0
893,Student 0893,2023,2023-7808,EE,7.41,Selected,1,Wipro,BP Placed,Verified,15.0
894,Student 0894,2023,2023-7747,ME,8.77,Selected,1,Databricks,BP Placed,Verified,24.0
895,Student 0895,2023,2023-7671,ME,7.38,Shortlisted,0,,,Not Verified,0.0
896,Student 0896,2023,2023-7686,ME,9.12,Selected,1,Capgemini,Off Campus Placed,Verified,12.2
897,Student 0897,2023,2023-7813,CE,6.94,Selected,1,NVIDIA,Self Placed,Verified,7.5
898,Student 0898,2023,2023-7649,ECE,7.38,Selected,1,Accenture,Off Campus Placed,Pending,28.0
899,Student 0899,2023,2023-7799,EE,8.83,Rejected,0,,,Pending,0.0
900,Student 0900,2023,2023-7691,CE,8.44,In Process,0,,,Not Verified,0.0
901,Student 0901,2023,2023-7663,CSE,7.45,Rejected,0,,,Pending,0.0
902,Student 0902,2023,2023-7846,CSE,6.88,Selected,1,Deloitte,T&P Placed,Verified,18.2
903,Student 0903,2023,2023-7796,CE,8.54,Rejected,0,,,Not Verified,0.0
904,Student 0904,2023,2023-7622,CE,7.97,In Process,0,,,Not Verified,0.0
905,Student 0905,2023,2023-7783,ECE,7.19,Rejected,0,,,Pending,0.0
